alcohol,quality
9.9,5
9.0,5
9.0,5
9.0,5
9.0,5
9.0,5
8.6,5
9.4,5
9.0,5
10.8,5
9.6,5
10.2,5
9.6,5
10.4,5
9.2,5
10.4,5
10.4,5
10.4,5
9.2,5
9.5,5
8.7,5
9.2,5
8.7,5
9.2,5
10.0,5
9.6,5
9.7,5
9.0,5
10.2,5
9.2,5
9.2,5
9.2,5
11.1,5
9.1,5
8.6,5
9.5,5
10.5,5
9.4,5
9.4,5
9.5,5
9.5,5
9.9,5
9.5,5
10.2,5
9.0,5
12.0,5
9.4,5
10.1,5
9.4,5
9.3,5
9.1,5
12.0,5
8.5,5
9.1,5
10.9,5
10.2,5
9.4,5
9.8,5
9.2,5
9.1,5
9.4,5
10.1,5
11.4,5
9.5,5
9.0,5
9.4,5
11.4,5
9.3,5
9.2,5
9.0,5
9.4,5
9.6,5
9.2,5
9.7,5
9.0,5
10.4,5
9.0,5
9.1,5
10.9,5
9.1,5
9.7,5
9.0,5
9.5,5
9.9,5
11.2,5
9.4,5
9.0,5
9.4,5
9.0,5
10.6,5
10.0,5
10.7,5
9.2,5
9.2,5
10.7,5
8.8,5
9.3,5
10.9,5
11.5,5
9.4,5
10.7,5
9.4,5
10.8,5
9.4,5
9.4,5
10.5,5
8.8,5
8.9,5
9.5,5
9.2,5
9.6,5
11.3,5
9.4,5
9.6,5
10.7,5
9.9,5
11.1,5
9.2,5
9.3,5
9.5,5
9.8,5
9.8,5
9.1,5
9.0,5
10.3,5
10.3,5
10.0,5
10.7,5
8.8,5
11.4,5
9.2,5
9.3,5
9.8,5
8.8,5
11.9,5
10.2,5
8.8,5
9.0,5
8.6,5
9.6,5
13.5,5
11.3,5
10.9,5
10.3,5
9.3,5
10.2,5
9.5,5
9.5,5
11.1,5
10.9,5
11.4,5
10.3,5
11.0,5
9.9,5
10.1,5
10.7,5
10.4,5
9.2,5
9.5,5
9.6,5
9.6,5
9.3,5
11.5,5
8.9,5
10.1,5
10.3,5
11.4,5
10.9,5
9.7,5
9.0,5
12.3,5
9.1,5
9.7,5
10.2,5
9.9,5
9.3,5
9.0,5
9.5,5
8.8,5
10.4,5
9.5,5
10.1,5
9.5,5
9.5,5
11.6,5
9.3,5
9.5,5
10.0,5
9.5,5
11.7,5
9.3,5
10.0,5
9.6,5
10.6,5
8.8,5
9.2,5
9.3,5
11.4,5
8.7,5
11.4,5
9.8,5
8.7,5
10.3,5
10.1,5
11.0,5
9.5,5
9.3,5
10.1,5
11.4,5
9.5,5
10.3,5
9.9,5
10.2,5
9.9,5
9.9,5
10.2,5
9.9,5
9.5,5
9.2,5
8.8,5
11.9,5
10.8,5
9.4,5
10.6,5
11.1,5
10.6,5
9.3,5
9.6,5
10.8,5
9.5,5
9.1,5
9.0,5
10.8,5
8.6,5
8.7,5
12.4,5
12.4,5
9.5,5
9.4,5
12.7,5
9.2,5
8.7,5
9.4,5
8.7,5
9.8,5
10.1,5
10.1,5
9.4,5
10.1,5
9.4,5
9.3,5
9.8,5
10.1,5
9.2,5
9.1,5
9.5,5
10.0,5
9.2,5
10.5,5
9.5,5
9.0,5
10.1,5
13.6,5
9.2,5
10.1,5
8.7,5
9.2,5
8.8,5
10.4,5
10.6,5
11.0,5
8.7,5
9.2,5
10.2,5
9.5,5
9.8,5
10.3,5
9.6,5
11.1,5
9.6,5
10.7,5
9.8,5
9.9,5
10.6,5
11.2,5
9.1,5
9.9,5
9.5,5
8.7,5
10.5,5
8.7,5
9.2,5
9.8,5
10.8,5
9.5,5
8.7,5
11.2,5
8.9,5
10.0,5
9.0,5
9.4,5
8.9,5
10.9,5
9.8,5
9.8,5
9.5,5
10.8,5
8.9,5
9.4,5
11.2,5
10.0,5
8.8,5
9.4,5
10.0,5
9.4,5
9.6,5
10.5666666666667,5
10.8,5
10.4,5
10.6,5
9.4,5
11.2,5
11.2,5
9.3,5
9.6,5
9.4,5
11.4,5
10.0,5
8.8,5
10.6,5
9.0,5
10.1,5
10.8,5
11.1,5
11.9,5
10.0,5
9.0,5
9.5,5
10.0,5
10.0,5
10.6,5
11.7,5
10.6,5
10.9,5
10.0,5
11.6,5
9.4,5
10.8,5
9.8,5
8.9,5
9.9,5
9.2,5
10.4,5
10.5,5
9.4,5
9.1,5
10.8,5
11.0,5
8.8,5
10.9,5
8.8,5
8.8,5
9.3,5
9.8,5
9.8,5
10.6,5
8.9,5
9.5,5
9.0,5
9.3,5
9.7,5
9.6,5
10.5,5
9.4,5
10.5,5
10.6,5
10.4,5
11.4,5
9.3,5
10.2,5
10.5,5
11.4,5
10.2,5
9.6,5
10.5,5
9.7,5
11.4,5
11.2,5
10.0,5
9.9,5
9.1,5
11.5,5
9.7,5
10.4666666666667,5
10.4666666666667,5
10.5,5
9.9,5
10.5,5
11.3,5
8.8,5
9.2,5
9.0,5
10.3,5
9.0,5
10.0,5
8.8,5
8.8,5
9.0,5
9.6,5
9.2,5
9.5,5
9.8,5
9.2,5
9.6,5
9.5,5
9.7,5
11.5,5
9.5,5
10.2,5
10.0,5
10.8,5
9.6,5
9.5,5
10.0,5
12.333333333333302,5
11.1,5
8.7,5
8.7,5
9.5,5
11.4,5
9.5,5
9.5,5
9.8,5
9.8,5
11.7,5
9.1,5
8.7,5
9.3,5
9.8,5
9.3,5
10.8,5
9.4,5
9.0,5
8.8,5
10.2,5
10.7,5
9.9,5
10.2,5
9.8,5
8.9,5
8.8,5
8.9,5
9.4,5
9.3,5
9.1,5
9.4,5
9.8,5
9.6,5
11.7,5
10.6,5
9.0,5
9.2,5
10.8,5
12.0,5
10.5,5
10.5,5
10.8,5
9.7,5
11.4,5
9.4,5
10.0,5
11.6,5
8.7,5
9.8,5
10.7,5
11.1,5
10.5,5
8.7,5
10.5,5
9.5,5
9.3,5
9.5,5
8.5,5
8.8,5
9.5,5
9.8,5
10.1,5
8.8,5
10.1,5
11.05,5
9.9,5
12.4,5
10.7,5
11.1,5
11.1,5
9.2,5
9.0,5
9.3,5
9.8,5
9.1,5
10.8,5
9.7,5
10.8,5
9.4,5
9.1,5
10.1,5
9.2,5
10.6,5
9.7,5
9.0,5
9.2,5
8.7,5
8.7,5
9.2,5
10.0,5
9.3,5
9.0,5
9.3,5
10.7,5
9.5,5
9.3,5
9.6,5
10.0,5
9.5,5
9.4,5
9.0,5
9.1,5
9.7,5
9.4,5
10.6,5
10.3,5
9.2,5
10.5,5
9.5,5
9.3,5
9.7,5
8.8,5
10.2,5
9.3,5
9.2,5
10.9,5
9.1,5
9.1,5
9.2,5
8.9,5
8.7,5
10.3,5
9.1,5
9.4,5
9.4,5
9.2,5
9.0,5
9.5,5
9.1,5
8.9,5
9.3,5
8.8,5
9.5,5
9.1,5
10.0,5
10.7,5
10.8,5
9.7,5
9.6,5
10.8,5
9.7,5
12.0,5
8.9,5
9.2,5
8.9,5
8.8,5
9.7,5
8.8,5
9.6,5
8.8,5
9.7,5
9.2,5
9.3,5
10.2,5
9.3,5
10.5,5
11.3,5
9.5,5
10.0,5
9.6,5
9.7,5
9.6,5
11.4,5
11.4,5
9.8,5
9.2,5
9.8,5
9.8,5
9.6,5
10.5,5
9.6,5
8.6,5
8.6,5
9.63333333333333,5
10.0,5
12.8,5
9.6,5
9.1,5
9.2,5
9.6,5
9.1,5
9.4,5
8.7,5
12.0,5
8.7,5
9.6,5
12.2,5
11.0,5
11.0,5
9.4,5
9.4,5
11.0,5
9.4,5
8.7,5
11.2,5
9.2,5
10.0,5
10.5,5
10.2,5
9.2,5
8.8,5
9.4,5
11.85,5
10.7,5
9.4,5
8.9,5
10.6,5
10.2,5
8.9,5
9.8,5
9.4,5
9.8,5
9.2,5
9.4,5
9.4,5
9.4,5
8.7,5
9.4,5
12.25,5
9.4,5
9.2,5
8.7,5
9.4,5
10.4,5
8.7,5
9.4,5
9.1,5
10.0,5
8.9,5
9.6,5
9.3,5
9.5,5
8.7,5
10.6,5
9.1,5
9.0,5
9.1,5
8.7,5
10.4,5
10.7,5
9.7,5
9.8,5
10.6,5
9.7,5
10.2,5
10.2,5
10.3,5
8.7,5
8.7,5
10.2,5
8.7,5
9.3,5
9.8,5
9.0,5
8.6,5
9.3,5
8.9,5
8.8,5
8.9,5
9.1,5
11.4,5
9.1,5
9.6,5
9.3,5
8.7,5
11.2,5
8.8,5
11.0,5
9.3,5
9.3,5
8.0,5
8.7,5
9.2,5
10.7,5
9.4,5
10.2,5
10.9,5
10.0,5
12.0,5
9.3,5
10.5,5
9.6,5
11.3,5
10.0,5
9.4,5
9.0,5
10.7,5
9.0,5
9.2,5
10.5333333333333,5
9.2,5
9.4,5
10.0,5
9.0,5
10.7,5
9.4,5
10.5,5
8.8,5
9.4,5
9.6,5
10.2,5
9.5,5
9.53333333333333,5
9.1,5
10.3,5
8.7,5
11.5,5
9.0,5
10.6,5
9.4,5
12.0,5
8.7,5
9.4,5
9.5,5
9.2,5
9.2,5
9.5,5
8.7,5
9.2,5
9.5,5
10.98,5
9.4,5
9.5,5
9.5,5
9.2,5
9.1,5
10.0,5
9.5,5
9.3,5
10.4,5
9.1,5
9.0,5
9.7,5
10.0,5
9.5,5
9.5,5
9.5,5
9.1,5
9.3,5
9.4,5
9.4,5
9.2,5
9.2,5
9.3,5
9.5,5
9.2,5
9.4,5
9.5,5
9.8,5
9.4,5
9.8,5
9.4,5
11.2,5
9.0,5
10.0,5
9.1,5
9.5,5
9.1,5
10.0,5
9.6,5
9.3,5
9.5,5
9.2,5
10.0,5
10.9,5
9.5,5
9.4,5
9.7,5
9.4,5
9.5,5
9.5,5
9.5,5
8.8,5
9.8,5
9.8,5
9.4,5
8.9,5
9.0,5
9.5,5
9.4,5
9.5,5
10.5,5
9.5,5
10.6,5
8.9,5
10.3,5
10.6,5
9.7,5
10.1,5
9.5,5
8.6,5
9.2,5
9.2,5
10.5,5
9.2,5
9.9,5
9.7,5
9.5,5
10.5,5
9.2,5
9.4,5
9.5,5
9.4,5
9.8,5
10.0,5
9.6,5
9.3,5
9.8,5
11.2,5
8.8,5
9.7,5
9.8,5
9.1,5
9.2,5
9.2,5
9.9,5
9.9,5
9.9,5
8.8,5
10.2,5
8.9,5
10.1,5
9.4,5
9.7,5
9.7,5
9.4,5
9.2,5
9.4,5
9.4,5
9.2,5
9.8,5
10.1,5
10.1,5
9.3,5
9.0,5
9.6,5
10.0,5
9.3,5
9.3,5
9.2,5
10.1,5
9.4,5
9.4,5
9.0,5
9.3,5
10.8,5
10.0,5
9.4,5
9.9,5
11.5,5
9.0,5
9.4,5
11.7,5
9.0,5
8.6,5
9.4,5
9.5,5
10.8,5
9.3,5
10.0,5
10.9,5
9.2,5
9.2,5
12.0,5
11.5,5
9.4,5
9.4,5
9.3,5
9.4,5
9.7,5
11.7,5
9.7,5
9.4,5
10.3,5
9.1,5
9.1,5
11.3,5
11.5,5
11.1,5
9.1,5
9.1,5
8.7,5
9.8,5
8.8,5
9.9,5
9.5,5
9.5,5
9.0,5
9.0,5
9.4,5
9.2,5
9.1,5
11.4,5
9.3,5
9.8,5
9.4,5
9.0,5
10.0,5
9.4,5
9.2,5
9.8,5
8.8,5
8.8,5
9.8,5
9.5,5
10.0,5
8.7,5
9.0,5
8.8,5
9.4,5
11.0,5
10.0,5
9.4,5
10.8,5
10.8,5
9.4,5
10.3,5
10.1,5
9.4,5
10.5,5
9.3,5
9.3,5
10.8,5
9.4,5
9.6,5
9.5,5
10.8,5
9.6,5
9.2,5
9.5,5
9.3,5
9.2,5
8.7,5
9.4,5
9.0,5
8.7,5
10.1,5
9.8,5
9.1,5
10.0,5
8.7,5
9.4,5
9.4,5
9.8,5
9.8,5
10.3,5
12.8,5
9.5,5
9.4,5
9.8,5
9.0,5
10.0,5
9.4,5
9.0,5
10.4,5
9.4,5
8.7,5
9.6,5
9.73333333333333,5
9.6,5
10.1,5
9.0,5
9.9,5
9.75,5
10.6,5
9.1,5
8.8,5
9.2,5
9.1,5
10.3,5
10.3,5
9.5,5
9.73333333333333,5
9.4,5
10.7,5
9.5,5
9.8,5
9.1,5
9.4,5
8.7,5
10.2,5
9.1,5
9.2,5
11.2,6
9.3,6
11.3,6
10.0,6
10.8,6
9.7,6
10.5,6
11.9,6
12.5,6
10.0,6
12.0,6
10.4,6
12.6,6
12.9,6
12.7,6
11.2,6
11.7,6
11.0,6
12.1,6
10.0,6
13.0,6
10.2,6
12.8,6
11.3,6
11.0,6
8.8,6
12.5,6
8.9,6
11.0,6
10.2,6
12.7,6
11.8,6
12.6,6
12.7,6
11.4,6
12.0,6
12.4,6
9.9,6
11.4,6
10.5,6
9.5,6
9.4,6
12.0,6
10.6,6
9.4,6
10.1,6
11.8,6
11.4,6
10.8,6
10.0,6
10.9,6
11.3,6
11.4,6
12.3,6
10.4,6
14.0,6
12.0,6
9.1,6
8.8,6
12.0,6
10.4,6
8.8,6
8.8,6
10.7,6
11.6,6
12.0,6
12.7,6
9.3,6
8.8,6
11.0,6
10.4,6
11.3,6
10.5,6
8.8,6
9.2,6
11.2,6
9.3,6
11.8,6
10.7,6
8.9,6
8.8,6
9.3,6
11.1,6
9.4,6
12.2,6
9.4,6
9.4,6
9.2,6
12.2,6
9.5,6
11.8,6
11.4,6
10.3,6
10.5,6
12.3,6
10.5,6
11.3,6
9.9,6
10.5,6
9.3,6
10.9,6
11.4,6
13.1,6
9.8,6
10.5,6
10.8,6
12.8,6
10.1,6
11.4,6
9.5,6
11.0,6
10.7,6
9.4,6
9.4,6
10.3,6
9.9,6
9.7,6
11.0,6
10.2,6
10.5,6
10.2,6
10.5,6
9.4,6
10.8,6
11.0,6
9.0,6
10.6,6
12.5,6
9.4,6
12.5,6
11.0,6
10.1,6
10.9,6
11.0,6
11.9,6
12.0,6
10.7,6
10.6,6
12.0,6
11.3,6
9.1,6
12.2,6
11.3,6
12.3,6
10.4,6
12.0,6
12.2,6
10.2,6
9.2,6
10.8,6
9.9,6
11.0,6
11.4,6
10.0,6
10.0,6
10.3,6
11.0,6
12.3,6
12.3,6
9.1,6
10.2,6
11.3,6
10.5,6
11.2,6
9.5,6
11.0,6
11.9,6
11.4,6
12.3,6
10.0,6
10.0,6
9.1,6
12.3,6
10.4,6
11.4,6
10.7,6
10.7,6
10.5,6
10.5,6
11.9,6
11.3,6
12.0,6
10.5,6
12.4,6
11.2,6
9.5,6
11.9,6
11.6,6
10.5,6
10.6,6
11.2,6
11.7,6
12.5,6
11.5,6
12.1,6
11.6,6
11.0,6
11.5,6
10.5,6
11.6,6
10.9,6
9.9,6
12.5,6
9.0,6
12.0,6
12.0,6
11.2,6
9.5,6
12.1,6
10.8,6
12.8,6
11.3,6
9.9,6
12.7,6
9.6,6
9.2,6
9.2,6
12.0,6
11.7,6
11.9,6
9.2,6
9.2,6
9.2,6
9.2,6
12.1,6
9.5,6
10.5,6
10.5,6
11.2,6
10.2,6
10.4,6
10.8,6
12.0,6
12.0,6
12.9,6
12.4,6
11.3,6
11.4,6
12.3,6
9.1,6
10.4,6
10.6,6
11.7,6
10.4,6
10.4,6
10.4,6
11.0,6
11.2,6
11.9,6
11.4,6
9.0,6
9.2,6
11.5,6
9.4,6
10.4,6
11.7,6
12.5,6
11.3,6
12.7,6
9.4,6
9.5,6
11.0,6
9.8,6
12.9,6
9.0,6
9.9,6
9.1,6
10.9,6
8.8,6
10.1,6
9.9,6
9.9,6
12.2,6
10.8,6
13.2,6
12.7,6
11.2,6
11.333333333333302,6
11.9,6
8.8,6
11.35,6
11.3,6
11.3,6
13.1,6
12.5,6
10.7,6
10.4,6
12.5,6
9.4,6
9.4,6
12.4,6
10.5,6
10.5,6
8.8,6
10.933333333333302,6
11.3666666666667,6
12.5,6
11.0,6
11.333333333333302,6
11.066666666666698,6
12.2,6
11.0,6
11.333333333333302,6
11.0,6
11.2,6
9.3,6
10.5,6
10.8,6
12.1,6
12.3,6
11.05,6
10.5,6
8.8,6
8.8,6
8.8,6
10.6,6
13.4,6
12.5,6
11.3,6
12.5,6
12.5,6
11.2,6
11.2,6
12.7,6
9.8,6
9.8,6
11.7,6
9.8,6
10.0,6
11.7,6
12.3,6
9.8,6
9.0,6
9.1,6
9.1,6
9.1,6
11.4,6
12.4,6
9.1,6
9.1,6
13.4,6
10.9,6
11.2,6
10.4,6
10.9,6
11.3,6
12.1,6
10.1,6
12.4,6
12.7,6
12.4,6
12.5,6
9.9,6
11.2,6
13.0,6
13.0,6
11.7,6
13.1,6
12.0,6
10.55,6
11.45,6
10.2,6
11.45,6
12.2,6
11.0,6
11.4,6
12.6,6
10.933333333333302,6
12.8,6
9.9,6
11.0,6
10.0,6
12.7,6
12.1,6
10.4,6
10.4,6
10.1,6
11.1,6
11.8,6
12.3,6
10.1,6
11.4,6
10.4,6
9.8,6
9.9,6
9.8,6
12.1,6
12.4,6
11.2,6
12.2,6
12.1,6
12.2,6
11.3,6
10.0,6
10.6,6
9.3,6
11.1,6
9.9,6
12.3,6
11.3,6
12.0,6
10.2,6
12.4,6
10.2,6
12.6,6
12.4,6
12.5,6
11.7,6
12.9,6
10.3,6
11.7,6
10.3,6
11.2,6
11.8,6
9.8,6
12.2,6
10.9,6
12.2,6
12.1,6
10.2,6
12.5,6
11.5,6
10.6,6
11.466666666666699,6
11.4,6
10.0333333333333,6
11.3,6
10.4,6
9.2,6
11.1,6
9.2,6
9.1,6
13.2,6
12.7,6
11.433333333333302,6
11.1,6
12.7,6
11.6,6
9.8,6
12.0,6
12.6,6
11.2,6
11.8,6
10.5,6
10.1,6
8.9,6
8.9,6
8.9,6
8.9,6
10.5,6
8.9,6
11.0,6
11.0,6
11.0,6
11.0,6
10.5,6
9.7,6
11.2,6
11.2,6
11.0,6
12.4,6
9.4,6
10.0,6
12.5,6
10.9,6
10.8,6
12.75,6
12.7,6
12.75,6
9.6,6
9.6,6
9.6,6
9.6,6
10.1,6
10.3,6
12.3,6
10.55,6
8.9,6
8.9,6
13.55,6
11.6,6
8.9,6
13.8,6
9.4,6
12.3,6
10.4,6
9.2,6
9.5,6
11.0,6
10.4,6
11.4,6
11.4,6
9.1,6
10.0,6
12.2,6
9.4,6
10.6,6
11.7,6
11.7,6
10.15,6
11.6333333333333,6
10.8,6
10.8,6
12.5,6
11.65,6
10.9,6
10.8,6
9.1,6
10.5,6
9.3,6
10.6,6
12.0,6
9.7,6
12.4,6
11.8,6
10.0,6
10.4,6
12.4,6
11.2,6
11.2,6
11.55,6
13.6,6
11.2,6
13.0,6
10.8,6
9.8,6
12.05,6
11.9,6
10.0,6
9.7,6
9.53333333333333,6
9.53333333333333,6
9.4,6
11.5,6
9.55,6
9.4,6
11.8,6
10.6,6
11.2,6
9.4,6
11.0,6
10.6,6
11.0,6
9.0,6
13.1333333333333,6
12.4,6
11.0,6
11.3,6
10.7,6
10.7,6
11.4,6
11.1,6
9.7,6
10.9,6
10.6,6
13.1,6
11.0,6
11.1,6
11.5,6
11.9,6
12.2,6
11.1,6
11.1,6
12.066666666666698,6
9.0,6
11.4,6
10.2,6
10.2,6
9.4,6
11.6,6
12.4,6
11.1,6
11.0,6
12.2,6
11.0,6
12.9,6
10.9,6
13.4,6
10.7,6
11.0,6
10.2,6
11.0,6
9.1,6
11.0,6
11.5,6
12.0,6
11.2,6
10.8,6
11.2,6
12.6,6
12.4,6
13.1,6
11.8,6
9.3,6
13.0,6
12.0,6
11.5,6
11.1,6
11.1,6
13.1,6
12.75,6
12.7,6
9.7,6
10.9,6
13.8,6
12.15,6
12.2,6
9.4,6
11.4,6
12.4,6
10.0,6
9.4,6
8.8,6
11.1,6
10.5,6
11.4,6
9.7,6
11.7,6
10.9,6
9.0,6
9.0,6
9.0,6
13.0,6
9.2,6
10.1,6
10.1,6
9.6,6
10.4,6
10.8,6
10.6,6
12.7,6
10.8,6
10.4,6
11.1,6
10.0,6
10.8,6
10.3,6
9.9,6
10.0,6
10.2,6
9.0,6
10.9,6
9.0,6
12.2,6
11.7,6
10.8,6
11.2,6
10.0,6
11.733333333333302,6
10.5,6
11.75,6
11.4,6
10.1,6
12.3,6
13.4,6
11.2,6
12.4,6
12.4,6
12.4,6
8.9,6
10.6,6
9.6,6
8.9,6
13.1,6
11.8,6
11.45,6
11.0,6
9.3,6
12.4,6
12.4,6
12.9,6
11.2,6
12.6,6
11.5,6
