alcohol,quality
11.5,3
9.0,3
9.0,3
9.2,3
9.7,3
9.2,3
9.3,3
9.2,3
10.2,3
9.9,3
12.2,3
9.4,3
9.2,3
9.2,3
10.6,3
10.8,3
10.6,3
9.2,3
9.4,3
11.5,3
10.0,3
10.3,3
10.9,3
9.4,3
10.9,3
9.5,3
9.4,3
9.5,3
9.5,3
10.8,3
11.4,3
11.2,3
9.6,3
10.4,3
9.1,3
9.3,3
9.3,3
9.4,3
8.7,3
9.7,3
10.5,3
10.1,3
8.8,3
8.8,3
9.7,3
11.6,3
10.6,3
9.2,3
9.4,3
8.8,3
10.5,3
9.0,3
10.4,3
10.8,3
9.3,3
9.4,3
10.1,3
9.4,3
9.3,3
10.5,3
9.5,3
10.5,3
9.5,3
9.3,3
9.7,3
10.1,3
9.6,3
10.9,3
11.4,3
8.4,3
10.0,3
11.4,3
8.7,3
9.2,3
10.2,3
8.9,3
9.5,3
11.6,3
11.9,3
9.5,3
9.5,3
9.4,3
9.5,3
9.5,3
9.4,3
9.4,3
9.0,3
9.5,3
9.4,3
10.0,3
10.0,3
10.4,3
9.3,3
9.7,3
10.0,3
10.0,3
10.4,3
11.3,3
10.6,3
9.0,3
9.2,3
10.4,3
10.0,3
10.5,3
9.1,3
8.8,3
10.7,3
11.0,3
12.7,3
9.7,3
10.7,3
13.4,3
10.1,3
9.5,3
9.5,3
11.0,3
9.4,3
10.3,3
10.0,3
10.4,3
9.1,3
9.5,3
9.3,3
10.6,3
9.2,3
9.3,3
9.5,3
11.5,3
10.0,3
9.6,3
9.5,3
9.4,3
9.3,3
9.7,3
9.4,3
10.5,3
9.0,3
11.4,3
8.9,3
8.9,3
9.6,3
9.2,3
10.0,3
12.0,3
10.9,3
10.8,3
9.1,3
10.8,3
11.3,3
9.1,3
10.8,3
9.8,3
8.6,3
9.2,3
10.4,3
9.4,3
9.0,3
9.4,3
9.1,3
9.5,3
11.5,3
9.6,3
9.5,3
9.6,3
10.4,3
10.7,3
9.9,3
9.1,3
9.0,3
10.1,3
11.5,3
9.5,3
9.2,3
9.2,3
10.4,3
9.1,3
12.1,3
9.1,3
9.1,3
10.2,3
9.5,3
9.4,3
8.8,3
10.9,3
10.8,3
11.4,3
9.5,3
9.2,3
9.0,3
10.5,3
9.3,3
9.5,3
10.5,3
10.5,3
8.9,3
9.6,3
8.9,3
11.0,3
9.5,3
9.5,3
10.4,3
10.4,3
9.7,3
9.7,3
9.3,3
9.2,3
12.0,3
9.4,3
8.9,3
8.9,3
9.5,3
9.3,3
9.5,3
10.6,3
8.9,3
9.7,3
9.0,3
10.5,3
10.7,3
9.0,3
10.4,3
9.9,3
9.8,3
10.0,3
8.5,3
10.9,3
9.3,3
9.7,3
10.6,3
10.4,3
9.3,3
10.4,3
10.4,3
9.7,3
9.0,3
9.5,3
9.5,3
9.4,3
10.4,3
9.0,3
12.5,3
8.6,3
9.7,3
9.2,3
8.9,3
9.9,3
9.9,3
9.5,3
9.4,3
8.6,3
10.7,3
11.4,3
9.3,3
8.6,3
10.4,3
12.0,3
9.3,3
9.0,3
8.8,3
10.7,3
9.5,3
10.0,3
10.0,3
9.0,3
10.4,3
11.4,3
9.5,3
9.0,3
10.0,3
8.7,3
10.0,3
8.8,3
11.4,3
11.9,3
9.4,3
9.6,3
10.4,3
9.8,3
9.6,3
9.8,3
10.0,3
9.1,3
9.4,3
9.1,3
10.8,3
10.5,3
9.8,3
9.6,3
9.6,3
9.6,3
10.0,3
10.3,3
9.1,3
9.9,3
11.5,3
10.2,3
9.4,3
9.1,3
10.0,3
8.9,3
8.8,3
8.8,3
9.3,3
9.4,3
8.6,3
12.0,3
9.3,3
10.6,3
8.8,3
9.3,3
9.1,3
13.0,3
10.0,3
12.4,3
10.9,3
10.6,3
11.1,3
8.8,3
12.5,3
9.1,3
8.9,3
9.2,3
10.2,3
9.0,3
10.1,3
8.9,3
10.2,3
10.7,3
11.8,3
9.8,3
8.8,3
11.0,3
10.5,3
9.2,3
9.0,3
10.0,3
10.4,3
9.0,3
10.7,3
9.0,3
11.4,3
10.6,3
10.0,3
11.1,3
9.3,3
11.1,3
9.4,3
9.1,3
10.2,3
10.0,3
10.0,3
10.0,3
9.7,3
9.2,3
11.1,3
9.0,3
9.2,3
10.1,3
9.2,3
11.8,3
8.9,3
10.1,3
9.3,3
9.3,3
11.8,3
10.8,3
12.9,3
9.0,3
9.7,3
9.8,3
8.8,3
9.1,3
8.9,3
9.4,3
10.4,3
10.5,3
11.4,3
10.2,3
9.5,3
9.2,3
9.2,3
9.7,3
8.9,3
9.7,3
10.2,3
10.3,3
9.4,3
9.9,3
9.0,3
9.0,3
9.0,3
9.0,3
9.0,3
8.6,3
9.4,3
9.0,3
10.8,3
9.6,3
10.2,3
9.6,3
10.4,3
9.2,3
10.4,3
10.4,3
10.4,3
9.2,3
9.5,3
8.7,3
9.2,3
8.7,3
9.2,3
10.0,3
9.6,3
9.7,3
9.0,3
10.2,3
9.2,3
9.2,3
9.2,3
11.1,3
9.1,3
8.6,3
9.5,3
10.5,3
9.4,3
9.4,3
9.5,3
9.5,3
9.9,3
9.5,3
10.2,3
9.0,3
12.0,3
9.4,3
10.1,3
9.4,3
9.3,3
9.1,3
12.0,3
8.5,3
9.1,3
10.9,3
10.2,3
9.4,3
9.8,3
9.2,3
9.1,3
9.4,3
10.1,3
11.4,3
9.5,3
9.0,3
9.4,3
11.4,3
9.3,3
9.2,3
9.0,3
9.4,3
9.6,3
9.2,3
9.7,3
9.0,3
10.4,3
9.0,3
9.1,3
10.9,3
9.1,3
9.7,3
9.0,3
9.5,3
9.9,3
11.2,3
9.4,3
9.0,3
9.4,3
9.0,3
10.6,3
10.0,3
10.7,3
9.2,3
9.2,3
10.7,3
8.8,3
9.3,3
10.9,3
11.5,3
9.4,3
10.7,3
9.4,3
10.8,3
9.4,3
9.4,3
10.5,3
8.8,3
8.9,3
9.5,3
9.2,3
9.6,3
11.3,3
9.4,3
9.6,3
10.7,3
9.9,3
11.1,3
9.2,3
9.3,3
9.5,3
9.8,3
9.8,3
9.1,3
9.0,3
10.3,3
10.3,3
10.0,3
10.7,3
8.8,3
11.4,3
9.2,3
9.3,3
9.8,3
8.8,3
11.9,3
10.2,3
8.8,3
9.0,3
8.6,3
9.6,3
13.5,3
11.3,3
10.9,3
10.3,3
9.3,3
10.2,3
9.5,3
9.5,3
11.1,3
10.9,3
11.4,3
10.3,3
11.0,3
9.9,3
10.1,3
10.7,3
10.4,3
9.2,3
9.5,3
9.6,3
9.6,3
9.3,3
11.5,3
8.9,3
10.1,3
10.3,3
11.4,3
10.9,3
9.7,3
9.0,3
12.3,3
9.1,3
9.7,3
10.2,3
9.9,3
9.3,3
9.0,3
9.5,3
8.8,3
10.4,3
9.5,3
10.1,3
9.5,3
9.5,3
11.6,3
9.3,3
9.5,3
10.0,3
9.5,3
11.7,3
9.3,3
10.0,3
9.6,3
10.6,3
8.8,3
9.2,3
9.3,3
11.4,3
8.7,3
11.4,3
9.8,3
8.7,3
10.3,3
10.1,3
11.0,3
9.5,3
9.3,3
10.1,3
11.4,3
9.5,3
10.3,3
9.9,3
10.2,3
9.9,3
9.9,3
10.2,3
9.9,3
9.5,3
9.2,3
8.8,3
11.9,3
10.8,3
9.4,3
10.6,3
11.1,3
10.6,3
9.3,3
9.6,3
10.8,3
9.5,3
9.1,3
9.0,3
10.8,3
8.6,3
8.7,3
12.4,3
12.4,3
9.5,3
9.4,3
12.7,3
9.2,3
8.7,3
9.4,3
8.7,3
9.8,3
10.1,3
10.1,3
9.4,3
10.1,3
9.4,3
9.3,3
9.8,3
10.1,3
9.2,3
9.1,3
9.5,3
10.0,3
9.2,3
10.5,3
9.5,3
9.0,3
10.1,3
13.6,3
9.2,3
10.1,3
8.7,3
9.2,3
8.8,3
10.4,3
10.6,3
11.0,3
8.7,3
9.2,3
10.2,3
9.5,3
9.8,3
10.3,3
9.6,3
11.1,3
9.6,3
10.7,3
9.8,3
9.9,3
10.6,3
11.2,3
9.1,3
9.9,3
9.5,3
8.7,3
10.5,3
8.7,3
9.2,3
9.8,3
10.8,3
9.5,3
8.7,3
11.2,3
8.9,3
10.0,3
9.0,3
9.4,3
8.9,3
10.9,3
9.8,3
9.8,3
9.5,3
10.8,3
8.9,3
9.4,3
11.2,3
10.0,3
8.8,3
9.4,3
10.0,3
9.4,3
9.6,3
10.5666666666667,3
10.8,3
10.4,3
10.6,3
9.4,3
11.2,3
11.2,3
9.3,3
9.6,3
9.4,3
11.4,3
10.0,3
8.8,3
10.6,3
9.0,3
10.1,3
10.8,3
11.1,3
11.9,3
10.0,3
9.0,3
9.5,3
10.0,3
10.0,3
10.6,3
11.7,3
10.6,3
10.9,3
10.0,3
11.6,3
9.4,3
10.8,3
9.8,3
8.9,3
9.9,3
9.2,3
10.4,3
10.5,3
9.4,3
9.1,3
10.8,3
11.0,3
8.8,3
10.9,3
8.8,3
8.8,3
9.3,3
9.8,3
9.8,3
10.6,3
8.9,3
9.5,3
9.0,3
9.3,3
9.7,3
9.6,3
10.5,3
9.4,3
10.5,3
10.6,3
10.4,3
11.4,3
9.3,3
10.2,3
10.5,3
11.4,3
10.2,3
9.6,3
10.5,3
9.7,3
11.4,3
11.2,3
10.0,3
9.9,3
9.1,3
11.5,3
9.7,3
10.4666666666667,3
10.4666666666667,3
10.5,3
9.9,3
10.5,3
11.3,3
8.8,3
9.2,3
9.0,3
10.3,3
9.0,3
10.0,3
8.8,3
8.8,3
9.0,3
9.6,3
9.2,3
9.5,3
9.8,3
9.2,3
9.6,3
9.5,3
9.7,3
11.5,3
9.5,3
10.2,3
10.0,3
10.8,3
9.6,3
9.5,3
10.0,3
12.333333333333302,3
11.1,3
8.7,3
8.7,3
9.5,3
11.4,3
9.5,3
9.5,3
9.8,3
9.8,3
11.7,3
9.1,3
8.7,3
9.3,3
9.8,3
9.3,3
10.8,3
9.4,3
9.0,3
8.8,3
10.2,3
10.7,3
9.9,3
10.2,3
9.8,3
8.9,3
8.8,3
8.9,3
9.4,3
9.3,3
9.1,3
9.4,3
9.8,3
9.6,3
11.7,3
10.6,3
9.0,3
9.2,3
10.8,3
12.0,3
10.5,3
10.5,3
10.8,3
9.7,3
11.4,3
9.4,3
10.0,3
11.6,3
8.7,3
9.8,3
10.7,3
11.1,3
10.5,3
8.7,3
10.5,3
9.5,3
9.3,3
9.5,3
8.5,3
8.8,3
9.5,3
9.8,3
10.1,3
8.8,3
10.1,3
11.05,3
9.9,3
12.4,3
10.7,3
11.1,3
11.1,3
9.2,3
9.0,3
9.3,3
9.8,3
9.1,3
10.8,3
9.7,3
10.8,3
9.4,3
9.1,3
10.1,3
9.2,3
10.6,3
9.7,3
9.0,3
9.2,3
8.7,3
8.7,3
9.2,3
10.0,3
9.3,3
9.0,3
9.3,3
10.7,3
9.5,3
9.3,3
9.6,3
10.0,3
9.5,3
9.4,3
9.0,3
9.1,3
9.7,3
9.4,3
10.6,3
10.3,3
9.2,3
10.5,3
9.5,3
9.3,3
9.7,3
8.8,3
10.2,3
9.3,3
9.2,3
10.9,3
9.1,3
9.1,3
9.2,3
8.9,3
8.7,3
10.3,3
9.1,3
9.4,3
9.4,3
9.2,3
9.0,3
9.5,3
9.1,3
8.9,3
9.3,3
8.8,3
9.5,3
9.1,3
10.0,3
10.7,3
10.8,3
9.7,3
9.6,3
10.8,3
9.7,3
12.0,3
8.9,3
9.2,3
8.9,3
8.8,3
9.7,3
8.8,3
9.6,3
8.8,3
9.7,3
9.2,3
9.3,3
10.2,3
9.3,3
10.5,3
11.3,3
9.5,3
10.0,3
9.6,3
9.7,3
9.6,3
11.4,3
11.4,3
9.8,3
9.2,3
9.8,3
9.8,3
9.6,3
10.5,3
9.6,3
8.6,3
8.6,3
9.63333333333333,3
10.0,3
12.8,3
9.6,3
9.1,3
9.2,3
9.6,3
9.1,3
9.4,3
8.7,3
12.0,3
8.7,3
9.6,3
12.2,3
11.0,3
11.0,3
9.4,3
9.4,3
11.0,3
9.4,3
8.7,3
11.2,3
9.2,3
10.0,3
10.5,3
10.2,3
9.2,3
8.8,3
9.4,3
11.85,3
10.7,3
9.4,3
8.9,3
10.6,3
10.2,3
8.9,3
9.8,3
9.4,3
9.8,3
9.2,3
9.4,3
9.4,3
9.4,3
8.7,3
9.4,3
12.25,3
9.4,3
9.2,3
8.7,3
9.4,3
10.4,3
8.7,3
9.4,3
9.1,3
10.0,3
8.9,3
9.6,3
9.3,3
9.5,3
8.7,3
10.6,3
9.1,3
9.0,3
9.1,3
8.7,3
10.4,3
10.7,3
9.7,3
9.8,3
10.6,3
9.7,3
10.2,3
10.2,3
10.3,3
8.7,3
8.7,3
10.2,3
8.7,3
9.3,3
9.8,3
9.0,3
8.6,3
9.3,3
8.9,3
8.8,3
8.9,3
9.1,3
11.4,3
9.1,3
9.6,3
9.3,3
8.7,3
11.2,3
8.8,3
11.0,3
9.3,3
9.3,3
8.0,3
8.7,3
9.2,3
10.7,3
9.4,3
10.2,3
10.9,3
10.0,3
12.0,3
9.3,3
10.5,3
9.6,3
11.3,3
10.0,3
9.4,3
9.0,3
10.7,3
9.0,3
9.2,3
10.5333333333333,3
9.2,3
9.4,3
10.0,3
9.0,3
10.7,3
9.4,3
10.5,3
8.8,3
9.4,3
9.6,3
10.2,3
9.5,3
9.53333333333333,3
9.1,3
10.3,3
8.7,3
11.5,3
9.0,3
10.6,3
9.4,3
12.0,3
8.7,3
9.4,3
9.5,3
9.2,3
9.2,3
9.5,3
8.7,3
9.2,3
9.5,3
10.98,3
9.4,3
9.5,3
9.5,3
9.2,3
9.1,3
10.0,3
9.5,3
9.3,3
10.4,3
9.1,3
9.0,3
9.7,3
10.0,3
9.5,3
9.5,3
9.5,3
9.1,3
9.3,3
9.4,3
9.4,3
9.2,3
9.2,3
9.3,3
9.5,3
9.2,3
9.4,3
9.5,3
9.8,3
9.4,3
9.8,3
9.4,3
11.2,3
9.0,3
10.0,3
9.1,3
9.5,3
9.1,3
10.0,3
9.6,3
9.3,3
9.5,3
9.2,3
10.0,3
10.9,3
9.5,3
9.4,3
9.7,3
9.4,3
9.5,3
9.5,3
9.5,3
8.8,3
9.8,3
9.8,3
9.4,3
8.9,3
9.0,3
9.5,3
9.4,3
9.5,3
10.5,3
9.5,3
10.6,3
8.9,3
10.3,3
10.6,3
9.7,3
10.1,3
9.5,3
8.6,3
9.2,3
9.2,3
10.5,3
9.2,3
9.9,3
9.7,3
9.5,3
10.5,3
9.2,3
9.4,3
9.5,3
9.4,3
9.8,3
10.0,3
9.6,3
9.3,3
9.8,3
11.2,3
8.8,3
9.7,3
9.8,3
9.1,3
9.2,3
9.2,3
9.9,3
9.9,3
9.9,3
8.8,3
10.2,3
8.9,3
10.1,3
9.4,3
9.7,3
9.7,3
9.4,3
9.2,3
9.4,3
9.4,3
9.2,3
9.8,3
10.1,3
10.1,3
9.3,3
9.0,3
9.6,3
10.0,3
9.3,3
9.3,3
9.2,3
10.1,3
9.4,3
9.4,3
9.0,3
9.3,3
10.8,3
10.0,3
9.4,3
9.9,3
11.5,3
9.0,3
9.4,3
11.7,3
9.0,3
8.6,3
9.4,3
9.5,3
10.8,3
9.3,3
10.0,3
10.9,3
9.2,3
9.2,3
12.0,3
11.5,3
9.4,3
9.4,3
9.3,3
9.4,3
9.7,3
11.7,3
9.7,3
9.4,3
10.3,3
9.1,3
9.1,3
11.3,3
11.5,3
11.1,3
9.1,3
9.1,3
8.7,3
9.8,3
8.8,3
9.9,3
9.5,3
9.5,3
9.0,3
9.0,3
9.4,3
9.2,3
9.1,3
11.4,3
9.3,3
9.8,3
9.4,3
9.0,3
10.0,3
9.4,3
9.2,3
9.8,3
8.8,3
8.8,3
9.8,3
9.5,3
10.0,3
8.7,3
9.0,3
8.8,3
9.4,3
11.0,3
10.0,3
9.4,3
10.8,3
10.8,3
9.4,3
10.3,3
10.1,3
9.4,3
10.5,3
9.3,3
9.3,3
10.8,3
9.4,3
9.6,3
9.5,3
10.8,3
9.6,3
9.2,3
9.5,3
9.3,3
9.2,3
8.7,3
9.4,3
9.0,3
8.7,3
10.1,3
9.8,3
9.1,3
10.0,3
8.7,3
9.4,3
9.4,3
9.8,3
9.8,3
10.3,3
12.8,3
9.5,3
9.4,3
9.8,3
9.0,3
10.0,3
9.4,3
9.0,3
10.4,3
9.4,3
8.7,3
9.6,3
9.73333333333333,3
9.6,3
10.1,3
9.0,3
9.9,3
9.75,3
10.6,3
9.1,3
8.8,3
9.2,3
9.1,3
10.3,3
10.3,3
9.5,3
9.73333333333333,3
9.4,3
10.7,3
9.5,3
9.8,3
9.1,3
9.4,3
8.7,3
10.2,3
9.1,3
9.2,3
11.2,4
9.3,4
11.3,4
10.0,4
10.8,4
9.7,4
10.5,4
11.9,4
12.5,4
10.0,4
12.0,4
10.4,4
12.6,4
12.9,4
12.7,4
11.2,4
11.7,4
11.0,4
12.1,4
10.0,4
13.0,4
10.2,4
12.8,4
11.3,4
11.0,4
8.8,4
12.5,4
8.9,4
11.0,4
10.2,4
12.7,4
11.8,4
12.6,4
12.7,4
11.4,4
12.0,4
12.4,4
9.9,4
11.4,4
10.5,4
9.5,4
9.4,4
12.0,4
10.6,4
9.4,4
10.1,4
11.8,4
11.4,4
10.8,4
10.0,4
10.9,4
11.3,4
11.4,4
12.3,4
10.4,4
14.0,4
12.0,4
9.1,4
8.8,4
12.0,4
10.4,4
8.8,4
8.8,4
10.7,4
11.6,4
12.0,4
12.7,4
9.3,4
8.8,4
11.0,4
10.4,4
11.3,4
10.5,4
8.8,4
9.2,4
11.2,4
9.3,4
11.8,4
10.7,4
8.9,4
8.8,4
9.3,4
11.1,4
9.4,4
12.2,4
9.4,4
9.4,4
9.2,4
12.2,4
9.5,4
11.8,4
11.4,4
10.3,4
10.5,4
12.3,4
10.5,4
11.3,4
9.9,4
10.5,4
9.3,4
10.9,4
11.4,4
13.1,4
9.8,4
10.5,4
10.8,4
12.8,4
10.1,4
11.4,4
9.5,4
11.0,4
10.7,4
9.4,4
9.4,4
10.3,4
9.9,4
9.7,4
11.0,4
10.2,4
10.5,4
10.2,4
10.5,4
9.4,4
10.8,4
11.0,4
9.0,4
10.6,4
12.5,4
9.4,4
12.5,4
11.0,4
10.1,4
10.9,4
11.0,4
11.9,4
12.0,4
10.7,4
10.6,4
12.0,4
11.3,4
9.1,4
12.2,4
11.3,4
12.3,4
10.4,4
12.0,4
12.2,4
10.2,4
9.2,4
10.8,4
9.9,4
11.0,4
11.4,4
10.0,4
10.0,4
10.3,4
11.0,4
12.3,4
12.3,4
9.1,4
10.2,4
11.3,4
10.5,4
11.2,4
9.5,4
11.0,4
11.9,4
11.4,4
12.3,4
10.0,4
10.0,4
9.1,4
12.3,4
10.4,4
11.4,4
10.7,4
10.7,4
10.5,4
10.5,4
11.9,4
11.3,4
12.0,4
10.5,4
12.4,4
11.2,4
9.5,4
11.9,4
11.6,4
10.5,4
10.6,4
11.2,4
11.7,4
12.5,4
11.5,4
12.1,4
11.6,4
11.0,4
11.5,4
10.5,4
11.6,4
10.9,4
9.9,4
12.5,4
9.0,4
12.0,4
12.0,4
11.2,4
9.5,4
12.1,4
10.8,4
12.8,4
11.3,4
9.9,4
12.7,4
9.6,4
9.2,4
9.2,4
12.0,4
11.7,4
11.9,4
9.2,4
9.2,4
9.2,4
9.2,4
12.1,4
9.5,4
10.5,4
10.5,4
11.2,4
10.2,4
10.4,4
10.8,4
12.0,4
12.0,4
12.9,4
12.4,4
11.3,4
11.4,4
12.3,4
9.1,4
10.4,4
10.6,4
11.7,4
10.4,4
10.4,4
10.4,4
11.0,4
11.2,4
11.9,4
11.4,4
9.0,4
9.2,4
11.5,4
9.4,4
10.4,4
11.7,4
12.5,4
11.3,4
12.7,4
9.4,4
9.5,4
11.0,4
9.8,4
12.9,4
9.0,4
9.9,4
9.1,4
10.9,4
8.8,4
10.1,4
9.9,4
9.9,4
12.2,4
10.8,4
13.2,4
12.7,4
11.2,4
11.333333333333302,4
11.9,4
8.8,4
11.35,4
11.3,4
11.3,4
13.1,4
12.5,4
10.7,4
10.4,4
12.5,4
9.4,4
9.4,4
12.4,4
10.5,4
10.5,4
8.8,4
10.933333333333302,4
11.3666666666667,4
12.5,4
11.0,4
11.333333333333302,4
11.066666666666698,4
12.2,4
11.0,4
11.333333333333302,4
11.0,4
11.2,4
9.3,4
10.5,4
10.8,4
12.1,4
12.3,4
11.05,4
10.5,4
8.8,4
8.8,4
8.8,4
10.6,4
13.4,4
12.5,4
11.3,4
12.5,4
12.5,4
11.2,4
11.2,4
12.7,4
9.8,4
9.8,4
11.7,4
9.8,4
10.0,4
11.7,4
12.3,4
9.8,4
9.0,4
9.1,4
9.1,4
9.1,4
11.4,4
12.4,4
9.1,4
9.1,4
13.4,4
10.9,4
11.2,4
10.4,4
10.9,4
11.3,4
12.1,4
10.1,4
12.4,4
12.7,4
12.4,4
12.5,4
9.9,4
11.2,4
13.0,4
13.0,4
11.7,4
13.1,4
12.0,4
10.55,4
11.45,4
10.2,4
11.45,4
12.2,4
11.0,4
11.4,4
12.6,4
10.933333333333302,4
12.8,4
9.9,4
11.0,4
10.0,4
12.7,4
12.1,4
10.4,4
10.4,4
10.1,4
11.1,4
11.8,4
12.3,4
10.1,4
11.4,4
10.4,4
9.8,4
9.9,4
9.8,4
12.1,4
12.4,4
11.2,4
12.2,4
12.1,4
12.2,4
11.3,4
10.0,4
10.6,4
9.3,4
11.1,4
9.9,4
12.3,4
11.3,4
12.0,4
10.2,4
12.4,4
10.2,4
12.6,4
12.4,4
12.5,4
11.7,4
12.9,4
10.3,4
11.7,4
10.3,4
11.2,4
11.8,4
9.8,4
12.2,4
10.9,4
12.2,4
12.1,4
10.2,4
12.5,4
11.5,4
10.6,4
11.466666666666699,4
11.4,4
10.0333333333333,4
11.3,4
10.4,4
9.2,4
11.1,4
9.2,4
9.1,4
13.2,4
12.7,4
11.433333333333302,4
11.1,4
12.7,4
11.6,4
9.8,4
12.0,4
12.6,4
11.2,4
11.8,4
10.5,4
10.1,4
8.9,4
8.9,4
8.9,4
8.9,4
10.5,4
8.9,4
11.0,4
11.0,4
11.0,4
11.0,4
10.5,4
9.7,4
11.2,4
11.2,4
11.0,4
12.4,4
9.4,4
10.0,4
12.5,4
10.9,4
10.8,4
12.75,4
12.7,4
12.75,4
9.6,4
9.6,4
9.6,4
9.6,4
10.1,4
10.3,4
12.3,4
10.55,4
8.9,4
8.9,4
13.55,4
11.6,4
8.9,4
13.8,4
9.4,4
12.3,4
10.4,4
9.2,4
9.5,4
11.0,4
10.4,4
11.4,4
11.4,4
9.1,4
10.0,4
12.2,4
9.4,4
10.6,4
11.7,4
11.7,4
10.15,4
11.6333333333333,4
10.8,4
10.8,4
12.5,4
11.65,4
10.9,4
10.8,4
9.1,4
10.5,4
9.3,4
10.6,4
12.0,4
9.7,4
12.4,4
11.8,4
10.0,4
10.4,4
12.4,4
11.2,4
11.2,4
11.55,4
13.6,4
11.2,4
13.0,4
10.8,4
9.8,4
12.05,4
11.9,4
10.0,4
9.7,4
9.53333333333333,4
9.53333333333333,4
9.4,4
11.5,4
9.55,4
9.4,4
11.8,4
10.6,4
11.2,4
9.4,4
11.0,4
10.6,4
11.0,4
9.0,4
13.1333333333333,4
12.4,4
11.0,4
11.3,4
10.7,4
10.7,4
11.4,4
11.1,4
9.7,4
10.9,4
10.6,4
13.1,4
11.0,4
11.1,4
11.5,4
11.9,4
12.2,4
11.1,4
11.1,4
12.066666666666698,4
9.0,4
11.4,4
10.2,4
10.2,4
9.4,4
11.6,4
12.4,4
11.1,4
11.0,4
12.2,4
11.0,4
12.9,4
10.9,4
13.4,4
10.7,4
11.0,4
10.2,4
11.0,4
9.1,4
11.0,4
11.5,4
12.0,4
11.2,4
10.8,4
11.2,4
12.6,4
12.4,4
13.1,4
11.8,4
9.3,4
13.0,4
12.0,4
11.5,4
11.1,4
11.1,4
13.1,4
12.75,4
12.7,4
9.7,4
10.9,4
13.8,4
12.15,4
12.2,4
9.4,4
11.4,4
12.4,4
10.0,4
9.4,4
8.8,4
11.1,4
10.5,4
11.4,4
9.7,4
11.7,4
10.9,4
9.0,4
9.0,4
9.0,4
13.0,4
9.2,4
10.1,4
10.1,4
9.6,4
10.4,4
10.8,4
10.6,4
12.7,4
10.8,4
10.4,4
11.1,4
10.0,4
10.8,4
10.3,4
9.9,4
10.0,4
10.2,4
9.0,4
10.9,4
9.0,4
12.2,4
11.7,4
10.8,4
11.2,4
10.0,4
11.733333333333302,4
10.5,4
11.75,4
11.4,4
10.1,4
12.3,4
13.4,4
11.2,4
12.4,4
12.4,4
12.4,4
8.9,4
10.6,4
9.6,4
8.9,4
13.1,4
11.8,4
11.45,4
11.0,4
9.3,4
12.4,4
12.4,4
12.9,4
11.2,4
12.6,4
11.5,4
